label,sms,change_sms,nltk,num_words
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal number henry number v liverpool number henry scores with a simple shot from number yards from a pass by bergkamp to give arsenal a number goal margin after number mins,goal arsenal number henri number v liverpool number henri score simpl shot number yard pas bergkamp give arsenal number goal margin number min,23
1,,,barren entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number routine,25
1,,,free entri number wkli comp advance fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number act,25
0,Remember to ask alex about his pizza,remember to ask alex about his pizza,rememb ask alex pizza,4
0,U come n search tat vid..not finishd..,you come n search tat link finishd,come n search tat link finishd,6
1,,,relinquish entri number wkli comp win fa cup final tkts number st may number textbook fa number receiv entri questionstd txt ratetc appli number number,25
1,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,this is the number nd time we have tried to contact you you have won the moneysymbol number prize to claim just call number before number tcsstop sms number number ppm,number nd time tri contact win moneysymbol number prize claim call number number tcsstop sm number number ppm,18
1,,,free entri number wkli comp advance fa cup final tkts number st may number text fa issue receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts count st may total text fa number receiv entri questionstd txt ratetc appli number number,25
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,hello they are going to the village pub at number so either come here or there accordingly ok,hello go villag pub number either come accord ok,9
1,,,relieve entri number wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Sorry that took so long, omw now",sorry that took so long omw now,sorri take long omw,4
0,"Excellent, I'll see what riley's plans are",excellent i will see what riley s plans are,excel see riley plan,4
1,,,unfreeze entri number wkli comp win fa cup final tkts number st may number text fa turn receiv entri questionstd txt ratetc appli number number,25
1,,,free entri amount wkli comp win fa cup final tkts number st may numerate text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,gratuitous entri number wkli comp win fa cup final tkts numerate st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,barren entri number wkli comp win fa cup final tkts number st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa transfuse final tkts number st may enumerate text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts routine st may number text fa total receiv entri questionstd txt ratetc appli number number,25
1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,you have won a guaranteed moneysymbol number award or even moneysymbol number cashto claim you are award call free on number number number stop getstop on number php rg number number jx,win guarante moneysymbol number award even moneysymbol number cashto claim award call free number number number stop getstop number php rg number number jx,24
0,Kinda. First one gets in at twelve! Aah. Speak tomo,kind of first one gets in at twelve aah speak tomo,kind first one get twelv aah speak tomo,8
0,I'm leaving my house now...,i am leaving my house now,leav hous,2
1,,,release entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure number,25
0,Guess he wants alone time. We could just show up and watch when they do..,guess he wants alone time we could just show up and watch when they do,guess want alon time could show watch,7
0,Lmao ok I wont be needing u to do my hair anymore.,lmao ok i will not be needing you to do my hair anymore,lmao ok need hair anymor,5
0,I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating,like dis sweater fr mango size alreadi irrit,8
1,,,free entri number wkli comp win fa cup final tkts come st may number text fa number receiv entri questionstd txt ratetc appli act number,25
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings lovenight brings restwish you find them all link morning,moment dayha valuemorn bring hopeafternoon bring faitheven bring lovenight bring restwish find link morn,14
0,"Yo, any way we could pick something up tonight?",yo any way we could pick something up tonight,yo way could pick someth tonight,6
0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,the length is e same but e top shorter n i got a fringe now i thk i am not going liao too lazy dun wan number distract you also,length e e top shorter n get fring thk go liao lazi dun wan number distract also,17
1,,,devoid entri number wkli comp win fa cup final tkts number st may number text fa numeral receiv entri questionstd txt ratetc appli number number,25
0,Huh so early.. Then Ì_ having dinner outside izzit?,huh so early then having dinner outside izzit,huh earli dinner outsid izzit,5
1,,,free entri number wkli comp win fa cup final tkts come st may number text fa number receiv entri questionstd txt ratetc appli total number,25
1,,,loose entri number wkli comp win fa cup final tkts number st may number text fa enumerate receiv entri questionstd txt ratetc appli number number,25
0,"Aight, sounds good. When do you want me to come down?",aight sounds good when do you want me to come down,aight sound good want come,5
1,,,free entri enumerate wkli comp win fa cup final tkts routine st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Well then you have a great weekend!,well then you have a great weekend,well great weekend,3
0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,if you wereare free i can give otherwise nalla adi entey nattil kittum,werear free give otherwis nalla adi entey nattil kittum,9
